neighbourhood_group,room_type,minimum_nights,amenity_score,number_of_reviews,availability_365,price_class
Brooklyn,Entire home/apt,2.0,66.4,53.0,160.0,1
Brooklyn,Private room,1.0,29.4,1.0,0.0,0
Queens,Private room,2.0,66.6,0.0,179.0,1
Brooklyn,Entire home/apt,,72.0,3.0,0.0,2
Manhattan,Private room,4.0,51.3,0.0,17.0,1
Queens,Private room,3.0,56.2,12.0,365.0,1
Brooklyn,Entire home/apt,30.0,32.4,4.0,299.0,1
Brooklyn,Private room,,46.1,2.0,0.0,1
Manhattan,Entire home/apt,30.0,80.7,,189.0,2
Brooklyn,Private room,2.0,35.7,8.0,0.0,1
Manhattan,Private room,1.0,28.7,0.0,0.0,1
Brooklyn,Private room,5.0,15.0,4.0,0.0,0
Brooklyn,Private room,45.0,38.8,49.0,0.0,1
Bronx,Entire home/apt,2.0,48.9,25.0,171.0,1
Manhattan,Shared room,1.0,33.2,0.0,19.0,1
Brooklyn,Entire home/apt,2.0,38.6,15.0,66.0,1
Brooklyn,Entire home/apt,4.0,87.1,92.0,234.0,2
Brooklyn,Entire home/apt,8.0,62.6,4.0,0.0,1
Manhattan,Entire home/apt,7.0,72.4,0.0,80.0,2
Manhattan,Entire home/apt,4.0,66.9,7.0,0.0,1
Brooklyn,Private room,4.0,26.1,2.0,0.0,0
Staten Island,Entire home/apt,1.0,55.5,23.0,336.0,1
Brooklyn,Entire home/apt,2.0,40.6,26.0,145.0,1
Brooklyn,Private room,1.0,39.1,54.0,45.0,1
Manhattan,Entire home/apt,30.0,50.4,0.0,353.0,1
Queens,Private room,4.0,63.9,1.0,39.0,2
Queens,,1.0,67.1,,157.0,2
Brooklyn,Entire home/apt,3.0,57.1,0.0,0.0,1
Brooklyn,Entire home/apt,2.0,62.5,89.0,35.0,1
Manhattan,Entire home/apt,30.0,53.3,0.0,102.0,1
Brooklyn,Private room,1.0,47.4,1.0,0.0,1
Brooklyn,Private room,2.0,43.6,97.0,122.0,1
Brooklyn,Private room,2.0,54.0,50.0,246.0,1
Brooklyn,Private room,1.0,19.6,3.0,0.0,0
Queens,Entire home/apt,1.0,52.3,272.0,56.0,1
Brooklyn,Entire home/apt,1.0,50.2,,0.0,1
Manhattan,Entire home/apt,1.0,59.7,7.0,0.0,1
Manhattan,Private room,5.0,45.7,10.0,20.0,1
Manhattan,Private room,5.0,46.9,0.0,365.0,1
Brooklyn,Private room,3.0,66.9,4.0,0.0,1
Bronx,Entire home/apt,2.0,30.9,86.0,171.0,1
Staten Island,Private room,2.0,43.2,25.0,280.0,1
Brooklyn,Entire home/apt,2.0,36.9,19.0,81.0,1
Brooklyn,Private room,7.0,20.7,4.0,0.0,0
Brooklyn,Private room,1.0,25.3,2.0,0.0,0
Queens,Private room,1.0,52.5,6.0,323.0,1
Manhattan,Private room,3.0,65.5,3.0,5.0,2
Brooklyn,Private room,3.0,34.7,13.0,0.0,0
Manhattan,Entire home/apt,6.0,44.0,2.0,9.0,1
Brooklyn,Entire home/apt,2.0,58.7,0.0,0.0,2
Brooklyn,Entire home/apt,1.0,,1.0,8.0,1
Queens,Entire home/apt,20.0,27.9,2.0,0.0,0
Brooklyn,Shared room,1.0,29.4,,0.0,1
Brooklyn,Private room,2.0,41.0,32.0,0.0,1
Brooklyn,Entire home/apt,5.0,48.4,77.0,44.0,1
Manhattan,Entire home/apt,2.0,65.0,5.0,0.0,2
Brooklyn,Private room,5.0,28.7,3.0,0.0,0
Manhattan,Private room,1.0,40.4,2.0,1.0,1
Brooklyn,Private room,1.0,32.4,0.0,0.0,1
Brooklyn,Entire home/apt,1.0,34.8,35.0,28.0,1
Manhattan,Private room,3.0,,1.0,0.0,0
Brooklyn,Entire home/apt,7.0,76.4,0.0,0.0,3
Manhattan,Entire home/apt,30.0,58.4,3.0,346.0,1
Brooklyn,Private room,1.0,25.2,107.0,345.0,0
Queens,Entire home/apt,5.0,46.4,31.0,64.0,1
Brooklyn,Entire home/apt,4.0,64.3,12.0,142.0,2
Manhattan,Entire home/apt,4.0,64.5,10.0,0.0,2
Manhattan,Private room,1.0,37.0,1.0,0.0,1
Brooklyn,Private room,1.0,43.1,4.0,0.0,1
Manhattan,Entire home/apt,4.0,63.0,10.0,0.0,2
Manhattan,Entire home/apt,2.0,74.6,14.0,93.0,2
Queens,Private room,2.0,49.5,16.0,158.0,1
Brooklyn,Private room,4.0,14.1,0.0,0.0,0
Brooklyn,Entire home/apt,2.0,59.2,1.0,,1
Manhattan,Entire home/apt,5.0,56.6,28.0,355.0,1
Brooklyn,Private room,1.0,36.2,8.0,0.0,1
Manhattan,Entire home/apt,2.0,71.7,85.0,0.0,2
Brooklyn,Entire home/apt,4.0,42.9,66.0,0.0,1
Manhattan,Entire home/apt,4.0,66.0,2.0,3.0,2
Brooklyn,Private room,14.0,46.0,79.0,336.0,1
Manhattan,Entire home/apt,10.0,63.5,6.0,0.0,1
Manhattan,Entire home/apt,2.0,94.5,1.0,360.0,3
Brooklyn,Private room,1.0,45.0,0.0,35.0,1
Manhattan,Entire home/apt,2.0,85.1,90.0,11.0,2
Brooklyn,Private room,1.0,28.0,142.0,321.0,1
Queens,Private room,1.0,23.3,19.0,0.0,0
Queens,Private room,1.0,49.9,14.0,89.0,1
Queens,Private room,5.0,,0.0,0.0,1
Queens,Shared room,2.0,23.3,1.0,310.0,0
Manhattan,Shared room,30.0,48.2,0.0,,1
Manhattan,Entire home/apt,6.0,64.5,61.0,275.0,2
Queens,Private room,30.0,26.8,0.0,0.0,0
Brooklyn,Private room,2.0,41.2,14.0,3.0,1
Manhattan,Private room,,39.8,5.0,0.0,1
Brooklyn,Private room,2.0,51.7,0.0,280.0,1
Queens,Private room,1.0,38.3,42.0,365.0,1
Manhattan,Entire home/apt,30.0,89.9,2.0,0.0,3
Brooklyn,Entire home/apt,3.0,87.9,0.0,344.0,3
Brooklyn,Entire home/apt,,47.7,1.0,0.0,1
Brooklyn,Entire home/apt,3.0,30.5,0.0,6.0,1
Manhattan,Private room,2.0,60.2,38.0,256.0,1
Queens,Entire home/apt,2.0,67.6,0.0,0.0,2
Manhattan,Private room,1.0,39.6,186.0,199.0,1
Manhattan,Entire home/apt,2.0,78.0,9.0,79.0,3
Brooklyn,Private room,,39.1,24.0,0.0,1
Manhattan,Shared room,1.0,49.3,0.0,0.0,1
Manhattan,Entire home/apt,3.0,65.5,4.0,0.0,1
Brooklyn,Entire home/apt,5.0,89.1,19.0,43.0,3
Brooklyn,Private room,1.0,11.5,1.0,0.0,0
Manhattan,Private room,30.0,94.4,0.0,90.0,3
Manhattan,Private room,30.0,16.0,2.0,311.0,0
Manhattan,Entire home/apt,2.0,62.3,2.0,0.0,2
Bronx,Entire home/apt,1.0,49.5,43.0,179.0,1
Brooklyn,Entire home/apt,2.0,62.8,6.0,67.0,1
Brooklyn,Entire home/apt,3.0,45.5,162.0,249.0,1
Manhattan,Private room,2.0,44.5,10.0,77.0,1
Bronx,Private room,1.0,46.0,2.0,362.0,1
Brooklyn,Private room,4.0,34.4,0.0,89.0,1
Manhattan,Entire home/apt,29.0,65.2,0.0,333.0,2
Manhattan,Entire home/apt,80.0,59.6,18.0,182.0,1
Queens,Entire home/apt,1.0,45.2,0.0,0.0,1
Manhattan,Private room,1.0,49.4,2.0,0.0,1
Manhattan,Entire home/apt,5.0,35.8,2.0,1.0,1
Brooklyn,Private room,3.0,95.8,9.0,60.0,3
Manhattan,Entire home/apt,7.0,83.8,1.0,89.0,3
Manhattan,Entire home/apt,2.0,70.4,0.0,0.0,2
Brooklyn,Private room,3.0,55.5,4.0,85.0,1
Manhattan,Entire home/apt,2.0,66.8,8.0,132.0,1
Queens,Entire home/apt,2.0,59.1,87.0,17.0,2
Brooklyn,Entire home/apt,30.0,46.2,3.0,281.0,1
Queens,Private room,1.0,58.3,0.0,0.0,1
Queens,Entire home/apt,6.0,32.7,19.0,7.0,1
Manhattan,Entire home/apt,1.0,46.5,3.0,0.0,1
Brooklyn,Entire home/apt,3.0,63.4,70.0,170.0,1
Bronx,Private room,3.0,13.9,4.0,76.0,0
Queens,Private room,30.0,14.7,0.0,201.0,0
Manhattan,Entire home/apt,29.0,67.5,0.0,339.0,1
Manhattan,Private room,1.0,89.3,40.0,62.0,3
Queens,Private room,30.0,16.3,3.0,,0
Manhattan,Private room,3.0,44.0,2.0,0.0,1
Brooklyn,Private room,1.0,67.3,6.0,365.0,2
Brooklyn,Private room,2.0,31.1,28.0,3.0,0
Queens,Private room,1.0,28.2,72.0,228.0,0
Brooklyn,Entire home/apt,2.0,74.1,48.0,104.0,2
,Entire home/apt,30.0,33.7,100.0,3.0,1
Manhattan,Entire home/apt,3.0,59.7,27.0,308.0,1
Brooklyn,Entire home/apt,2.0,55.9,49.0,336.0,2
Manhattan,Entire home/apt,2.0,76.4,0.0,55.0,3
Manhattan,Private room,7.0,71.4,0.0,15.0,2
Brooklyn,Entire home/apt,4.0,45.6,9.0,70.0,1
Manhattan,Private room,3.0,43.7,9.0,0.0,1
Manhattan,Private room,1.0,74.3,12.0,85.0,2
Brooklyn,Entire home/apt,2.0,53.7,10.0,0.0,1
Manhattan,Private room,1.0,29.2,3.0,0.0,1
Brooklyn,Private room,90.0,27.8,0.0,0.0,0
Manhattan,Entire home/apt,1.0,86.4,2.0,0.0,2
Brooklyn,Private room,5.0,27.9,2.0,0.0,0
Manhattan,Private room,3.0,43.6,5.0,,1
Brooklyn,Private room,2.0,34.2,32.0,20.0,1
Manhattan,Entire home/apt,4.0,55.4,44.0,341.0,2
Manhattan,Private room,1.0,46.8,81.0,158.0,1
Manhattan,Private room,2.0,50.3,4.0,0.0,1
Manhattan,Entire home/apt,1.0,74.7,0.0,0.0,2
Manhattan,Entire home/apt,1.0,65.7,0.0,78.0,2
Manhattan,Entire home/apt,3.0,67.2,220.0,24.0,2
Queens,Private room,1.0,62.3,91.0,358.0,1
Manhattan,Entire home/apt,30.0,82.9,0.0,311.0,2
Manhattan,Entire home/apt,1.0,69.8,59.0,307.0,2
Brooklyn,Entire home/apt,4.0,53.3,5.0,82.0,1
Manhattan,Private room,1.0,67.6,119.0,316.0,1
Manhattan,Private room,,53.6,0.0,0.0,1
Brooklyn,Entire home/apt,5.0,50.3,0.0,0.0,1
Manhattan,Entire home/apt,30.0,71.2,5.0,280.0,2
Brooklyn,Entire home/apt,30.0,60.3,,65.0,1
Queens,Private room,1.0,30.8,5.0,328.0,1
Manhattan,Entire home/apt,,51.2,1.0,0.0,1
Manhattan,Entire home/apt,1.0,,0.0,0.0,1
Queens,Entire home/apt,2.0,68.2,48.0,280.0,2
,Private room,3.0,39.9,2.0,0.0,1
Bronx,Private room,1.0,32.0,0.0,83.0,1
Queens,Entire home/apt,1.0,52.3,0.0,159.0,1
Manhattan,Private room,1.0,49.8,0.0,362.0,1
Brooklyn,Entire home/apt,45.0,29.9,1.0,0.0,1
Manhattan,Entire home/apt,4.0,70.7,2.0,0.0,2
Brooklyn,Private room,1.0,50.1,11.0,0.0,1
Bronx,Private room,1.0,49.7,10.0,310.0,1
Queens,Private room,1.0,53.5,0.0,170.0,1
Brooklyn,Entire home/apt,1.0,67.9,2.0,93.0,1
Queens,Private room,3.0,67.5,17.0,90.0,1
Queens,Entire home/apt,2.0,54.4,7.0,122.0,1
Brooklyn,Private room,3.0,50.8,0.0,0.0,1
Brooklyn,Private room,,48.5,8.0,0.0,1
Brooklyn,Entire home/apt,4.0,51.9,2.0,1.0,1
Manhattan,Entire home/apt,3.0,83.5,73.0,284.0,2
Manhattan,Entire home/apt,3.0,67.3,1.0,17.0,2
Brooklyn,Private room,,49.4,0.0,0.0,1
Brooklyn,Entire home/apt,5.0,35.4,6.0,0.0,1
Brooklyn,Entire home/apt,6.0,56.7,2.0,0.0,1
Brooklyn,Private room,7.0,43.2,2.0,0.0,1
Brooklyn,Private room,2.0,33.6,28.0,23.0,0
Bronx,Private room,1.0,35.2,30.0,333.0,1
Manhattan,Private room,4.0,53.3,0.0,4.0,1
Manhattan,Private room,3.0,30.1,3.0,0.0,0
Brooklyn,Entire home/apt,12.0,61.8,2.0,6.0,1
Bronx,Private room,2.0,29.7,33.0,47.0,0
Brooklyn,Entire home/apt,3.0,68.9,46.0,270.0,2
Brooklyn,Private room,2.0,34.6,1.0,84.0,1
Brooklyn,Private room,1.0,33.1,4.0,0.0,1
Brooklyn,Entire home/apt,1.0,92.3,42.0,308.0,3
Manhattan,Entire home/apt,1.0,71.7,238.0,246.0,2
Manhattan,Private room,1.0,49.9,239.0,287.0,1
Brooklyn,Private room,5.0,44.6,20.0,365.0,1
Brooklyn,Private room,3.0,40.1,13.0,294.0,1
Manhattan,Private room,1.0,48.6,18.0,28.0,1
Brooklyn,Private room,1.0,42.4,3.0,86.0,1
Brooklyn,Entire home/apt,3.0,35.6,1.0,0.0,1
Brooklyn,Shared room,1.0,12.4,33.0,85.0,0
Manhattan,Entire home/apt,1.0,75.7,0.0,20.0,2
Manhattan,Entire home/apt,2.0,86.8,1.0,45.0,3
Manhattan,Private room,3.0,29.3,1.0,0.0,1
Brooklyn,,1.0,20.1,51.0,273.0,0
Queens,Entire home/apt,30.0,35.0,0.0,121.0,1
Queens,Private room,2.0,28.8,2.0,0.0,1
Brooklyn,Entire home/apt,3.0,47.9,8.0,0.0,1
Manhattan,Private room,1.0,31.8,6.0,155.0,1
Brooklyn,Private room,1.0,14.6,9.0,98.0,0
Brooklyn,Private room,2.0,49.7,349.0,13.0,1
Manhattan,Entire home/apt,6.0,39.9,48.0,15.0,1
Brooklyn,Private room,2.0,32.0,0.0,0.0,1
Brooklyn,Entire home/apt,3.0,57.3,11.0,188.0,2
Brooklyn,Private room,2.0,17.4,24.0,47.0,0
Staten Island,Private room,2.0,,147.0,0.0,0
Brooklyn,Entire home/apt,2.0,53.4,13.0,0.0,1
Brooklyn,Entire home/apt,2.0,48.7,19.0,35.0,1
Manhattan,Private room,3.0,38.9,21.0,16.0,1
Manhattan,Entire home/apt,30.0,57.8,4.0,341.0,1
Brooklyn,Private room,3.0,28.8,13.0,302.0,1
Queens,Entire home/apt,2.0,44.9,1.0,0.0,1
Manhattan,Entire home/apt,2.0,64.1,1.0,2.0,2
Manhattan,Private room,3.0,28.3,8.0,10.0,1
Manhattan,Entire home/apt,29.0,46.2,0.0,332.0,1
Brooklyn,,30.0,47.2,1.0,0.0,1
Queens,Private room,7.0,25.7,55.0,160.0,0
Bronx,Entire home/apt,2.0,37.2,38.0,107.0,1
Brooklyn,Private room,3.0,42.3,0.0,365.0,1
Brooklyn,Private room,5.0,38.5,4.0,0.0,1
Manhattan,Private room,4.0,46.9,32.0,174.0,1
Manhattan,,3.0,58.4,71.0,9.0,1
Manhattan,Private room,3.0,30.2,1.0,0.0,1
Staten Island,Entire home/apt,1.0,45.4,1.0,299.0,1
Brooklyn,Entire home/apt,5.0,,14.0,44.0,1
Brooklyn,Private room,2.0,38.0,0.0,0.0,1
Manhattan,Entire home/apt,30.0,85.1,1.0,363.0,2
Brooklyn,Entire home/apt,3.0,91.9,16.0,,3
Manhattan,Private room,3.0,32.7,7.0,310.0,1
Bronx,Shared room,1.0,32.6,4.0,64.0,0
Manhattan,Private room,7.0,39.9,0.0,0.0,1
Manhattan,Entire home/apt,2.0,61.6,3.0,0.0,1
Manhattan,Entire home/apt,1.0,83.7,0.0,360.0,2
Manhattan,Private room,1.0,56.6,0.0,0.0,1
Bronx,Private room,3.0,20.0,22.0,342.0,0
Brooklyn,Private room,14.0,32.9,0.0,0.0,0
Brooklyn,Private room,1.0,50.3,0.0,0.0,1
Manhattan,Entire home/apt,2.0,70.9,95.0,248.0,2
Manhattan,Entire home/apt,2.0,73.3,10.0,3.0,2
Staten Island,Entire home/apt,2.0,51.2,11.0,38.0,1
Manhattan,Entire home/apt,30.0,76.6,2.0,312.0,2
Manhattan,Private room,2.0,33.9,0.0,17.0,1
Manhattan,Entire home/apt,,92.3,0.0,289.0,3
Brooklyn,,4.0,35.0,0.0,16.0,1
Manhattan,Private room,4.0,67.3,64.0,136.0,1
Manhattan,Entire home/apt,3.0,44.1,1.0,0.0,1
Manhattan,Private room,30.0,28.2,1.0,,1
Manhattan,Private room,1.0,65.8,0.0,0.0,2
Brooklyn,Entire home/apt,28.0,48.4,208.0,200.0,1
Brooklyn,Private room,3.0,33.1,12.0,0.0,1
Brooklyn,Private room,1.0,29.2,9.0,0.0,0
Manhattan,Entire home/apt,1.0,50.1,89.0,9.0,1
Brooklyn,Entire home/apt,4.0,77.3,115.0,80.0,2
Brooklyn,Entire home/apt,1.0,45.2,5.0,361.0,1
Manhattan,Entire home/apt,3.0,60.9,9.0,0.0,1
Manhattan,Entire home/apt,1.0,60.0,1.0,0.0,2
Manhattan,Entire home/apt,7.0,75.5,35.0,269.0,2
Brooklyn,Private room,1.0,26.7,1.0,0.0,0
Manhattan,Private room,2.0,64.9,41.0,67.0,1
Brooklyn,Entire home/apt,1.0,98.4,2.0,88.0,3
Manhattan,Entire home/apt,1.0,86.8,0.0,0.0,3
Queens,Private room,1.0,30.6,0.0,0.0,1
Manhattan,Entire home/apt,6.0,83.5,100.0,310.0,2
Queens,Private room,5.0,51.4,11.0,17.0,1
Brooklyn,Entire home/apt,3.0,58.4,17.0,80.0,1
Manhattan,Private room,1.0,37.9,0.0,0.0,1
Manhattan,Entire home/apt,4.0,60.0,15.0,19.0,1
Queens,Private room,2.0,36.3,21.0,32.0,1
Manhattan,Entire home/apt,1.0,50.5,0.0,0.0,1
Manhattan,Entire home/apt,3.0,56.2,13.0,0.0,1
Brooklyn,Entire home/apt,2.0,70.0,8.0,365.0,2
Manhattan,Private room,2.0,41.1,3.0,0.0,1
Bronx,Private room,2.0,53.8,7.0,110.0,1
Bronx,Private room,1.0,31.0,114.0,0.0,0
Brooklyn,Entire home/apt,3.0,66.7,6.0,0.0,1
Brooklyn,Entire home/apt,4.0,63.5,26.0,10.0,1
Brooklyn,Private room,14.0,18.9,1.0,0.0,0
Brooklyn,Entire home/apt,1.0,73.7,1.0,77.0,2
Brooklyn,Entire home/apt,30.0,93.5,14.0,1.0,3
Queens,Entire home/apt,2.0,53.6,48.0,316.0,1
Manhattan,Entire home/apt,3.0,70.7,7.0,358.0,2
Queens,Entire home/apt,2.0,33.7,154.0,283.0,1
Brooklyn,Private room,2.0,,2.0,1.0,1
Brooklyn,Private room,3.0,32.0,2.0,165.0,1
Brooklyn,Private room,28.0,34.1,0.0,0.0,0
Brooklyn,Entire home/apt,3.0,55.6,1.0,0.0,1
Brooklyn,Entire home/apt,5.0,64.7,86.0,191.0,1
Brooklyn,Private room,3.0,21.6,0.0,0.0,0
Manhattan,Private room,7.0,70.2,4.0,323.0,2
Manhattan,Entire home/apt,28.0,85.3,6.0,253.0,3
Brooklyn,Entire home/apt,2.0,34.7,2.0,0.0,1
Brooklyn,Private room,1.0,20.9,153.0,0.0,0
Manhattan,Entire home/apt,3.0,87.6,0.0,6.0,3
Brooklyn,Private room,2.0,14.3,31.0,77.0,0
Queens,Private room,1.0,29.1,78.0,75.0,0
Brooklyn,Entire home/apt,1.0,53.4,113.0,63.0,1
Manhattan,Entire home/apt,7.0,73.8,13.0,349.0,2
Brooklyn,Entire home/apt,3.0,57.3,37.0,82.0,2
Manhattan,Entire home/apt,29.0,60.6,0.0,337.0,1
Brooklyn,Private room,90.0,17.3,53.0,1.0,0
Manhattan,Private room,2.0,83.3,20.0,0.0,2
Manhattan,Private room,30.0,38.9,0.0,364.0,1
Manhattan,Entire home/apt,30.0,60.3,,146.0,1
Manhattan,Private room,2.0,53.2,146.0,83.0,1
Manhattan,Entire home/apt,7.0,55.5,1.0,147.0,2
Brooklyn,Private room,,28.3,1.0,,1
Brooklyn,Entire home/apt,3.0,72.7,115.0,314.0,2
Brooklyn,Entire home/apt,2.0,45.5,70.0,248.0,1
Manhattan,Entire home/apt,2.0,61.7,2.0,0.0,2
Queens,Shared room,3.0,22.4,24.0,236.0,0
Brooklyn,Private room,3.0,46.0,154.0,305.0,1
Manhattan,Entire home/apt,2.0,78.8,2.0,245.0,3
Brooklyn,Entire home/apt,5.0,20.6,8.0,0.0,0
Manhattan,Entire home/apt,5.0,64.2,18.0,0.0,1
Manhattan,Entire home/apt,2.0,76.0,2.0,0.0,2
Brooklyn,Entire home/apt,5.0,58.5,38.0,20.0,1
Queens,Private room,1.0,51.6,4.0,25.0,1
Manhattan,Private room,1.0,62.1,0.0,0.0,2
Brooklyn,Private room,1.0,27.5,65.0,5.0,0
Manhattan,Private room,2.0,51.3,26.0,288.0,1
Manhattan,Entire home/apt,1.0,79.1,66.0,67.0,3
Brooklyn,Private room,3.0,37.6,3.0,352.0,1
Queens,Entire home/apt,1.0,54.5,0.0,189.0,1
Queens,Private room,1.0,54.5,0.0,0.0,1
Manhattan,Entire home/apt,3.0,79.5,3.0,179.0,3
Manhattan,Entire home/apt,2.0,66.5,28.0,0.0,2
,Private room,3.0,51.2,3.0,365.0,1
Brooklyn,Entire home/apt,4.0,38.7,5.0,0.0,1
Brooklyn,Private room,1.0,21.0,4.0,135.0,0
Manhattan,Entire home/apt,30.0,69.2,3.0,353.0,2
Queens,Shared room,1.0,32.5,17.0,313.0,0
Manhattan,Entire home/apt,2.0,52.6,33.0,1.0,1
Queens,Private room,1.0,74.5,3.0,180.0,2
Queens,Entire home/apt,2.0,67.2,69.0,307.0,2
Manhattan,Private room,2.0,29.1,0.0,15.0,1
Queens,Private room,3.0,22.6,1.0,305.0,0
Queens,Entire home/apt,1.0,29.6,2.0,0.0,1
Brooklyn,Entire home/apt,4.0,74.0,9.0,0.0,2
Manhattan,Private room,30.0,52.2,0.0,342.0,1
Brooklyn,Entire home/apt,4.0,50.6,7.0,28.0,1
Manhattan,Entire home/apt,5.0,81.2,1.0,0.0,2
Manhattan,Private room,1.0,36.2,17.0,324.0,1
Manhattan,Entire home/apt,2.0,66.0,5.0,346.0,2
Manhattan,Shared room,3.0,57.8,0.0,0.0,1
Manhattan,Entire home/apt,1.0,91.7,1.0,337.0,3
Brooklyn,Entire home/apt,5.0,54.4,14.0,0.0,1
Manhattan,Private room,1.0,44.7,24.0,91.0,1
Queens,Entire home/apt,2.0,52.3,0.0,5.0,1
Manhattan,Entire home/apt,30.0,63.2,5.0,331.0,1
Queens,Private room,1.0,33.2,1.0,0.0,1
Manhattan,Private room,6.0,81.9,0.0,0.0,2
Manhattan,Entire home/apt,30.0,56.5,0.0,323.0,1
Manhattan,Entire home/apt,28.0,62.2,12.0,38.0,1
Brooklyn,Private room,2.0,22.4,8.0,0.0,0
Brooklyn,Entire home/apt,2.0,47.9,104.0,237.0,1
Manhattan,Entire home/apt,,78.1,68.0,166.0,2
Manhattan,Entire home/apt,5.0,84.8,0.0,73.0,3
Bronx,Private room,3.0,42.0,73.0,69.0,1
Brooklyn,Private room,1.0,51.7,13.0,68.0,1
Manhattan,Entire home/apt,2.0,85.6,56.0,134.0,2
Brooklyn,Private room,14.0,40.2,,0.0,1
Manhattan,Private room,1.0,40.3,0.0,56.0,1
Manhattan,Private room,2.0,41.9,0.0,0.0,1
Queens,Private room,30.0,57.0,0.0,90.0,1
Manhattan,Entire home/apt,30.0,66.9,7.0,88.0,1
Queens,Private room,1.0,45.5,44.0,0.0,1
Brooklyn,Entire home/apt,3.0,80.5,57.0,182.0,3
Queens,Private room,1.0,42.4,29.0,333.0,1
Brooklyn,Private room,2.0,59.4,2.0,88.0,1
Manhattan,Entire home/apt,3.0,59.7,6.0,0.0,1
Manhattan,Private room,7.0,43.8,0.0,0.0,1
Manhattan,Private room,1.0,49.1,16.0,308.0,1
Brooklyn,Private room,1.0,85.5,1.0,89.0,3
Manhattan,Entire home/apt,4.0,52.8,34.0,90.0,1
Brooklyn,Entire home/apt,4.0,83.6,0.0,87.0,3
Queens,Entire home/apt,2.0,46.4,24.0,128.0,1
Manhattan,Entire home/apt,4.0,83.7,0.0,0.0,2
Manhattan,Private room,10.0,37.3,17.0,128.0,1
Manhattan,Entire home/apt,4.0,86.0,59.0,37.0,2
Manhattan,Private room,3.0,78.1,0.0,37.0,3
Bronx,Shared room,1.0,29.5,0.0,90.0,1
Manhattan,Private room,1.0,84.6,0.0,351.0,3
Manhattan,Entire home/apt,2.0,33.1,12.0,6.0,1
Brooklyn,Private room,1.0,33.4,2.0,14.0,0
Manhattan,Entire home/apt,3.0,45.2,33.0,0.0,1
Brooklyn,Entire home/apt,1.0,54.5,40.0,0.0,1
Brooklyn,Entire home/apt,2.0,86.3,66.0,23.0,2
Manhattan,Entire home/apt,30.0,73.8,1.0,179.0,2
Manhattan,Shared room,2.0,76.9,0.0,23.0,3
Queens,Entire home/apt,3.0,72.0,12.0,266.0,2
Manhattan,Private room,20.0,41.4,18.0,232.0,1
Brooklyn,Entire home/apt,,69.3,4.0,0.0,2
Manhattan,Private room,5.0,21.7,0.0,0.0,0
Brooklyn,Private room,1.0,50.6,199.0,288.0,1
Manhattan,Entire home/apt,4.0,85.1,149.0,287.0,2
Manhattan,Private room,2.0,29.3,8.0,0.0,1
Manhattan,Entire home/apt,30.0,58.7,1.0,365.0,2
Manhattan,Entire home/apt,3.0,71.3,1.0,0.0,2
Brooklyn,Private room,2.0,78.7,0.0,365.0,2
Manhattan,Private room,,37.7,0.0,0.0,1
Manhattan,,7.0,74.4,13.0,335.0,2
Manhattan,Entire home/apt,7.0,81.5,0.0,73.0,2
Manhattan,Private room,1.0,47.3,2.0,87.0,1
Manhattan,Entire home/apt,2.0,69.4,4.0,233.0,2
Brooklyn,Private room,2.0,,0.0,0.0,1
Manhattan,Entire home/apt,3.0,70.9,,65.0,2
Manhattan,Entire home/apt,2.0,59.1,76.0,12.0,2
Manhattan,Private room,1.0,,0.0,0.0,1
Manhattan,Private room,1.0,44.6,0.0,360.0,1
Manhattan,Entire home/apt,2.0,58.0,5.0,0.0,1
Manhattan,Private room,4.0,14.4,0.0,0.0,0
Queens,Private room,3.0,34.8,0.0,363.0,0
Manhattan,Entire home/apt,3.0,64.7,78.0,336.0,2
Manhattan,Private room,1.0,30.6,1.0,194.0,1
Manhattan,Private room,7.0,31.3,0.0,0.0,1
Brooklyn,Entire home/apt,3.0,68.4,173.0,265.0,2
Brooklyn,Private room,3.0,34.5,35.0,30.0,0
Brooklyn,Entire home/apt,4.0,68.2,6.0,1.0,2
Manhattan,Entire home/apt,30.0,86.8,3.0,0.0,2
Brooklyn,Entire home/apt,,55.2,,,1
Queens,Private room,2.0,20.9,2.0,0.0,0
Brooklyn,Private room,7.0,22.5,1.0,172.0,0
Manhattan,Entire home/apt,1.0,46.8,34.0,1.0,1
Manhattan,Entire home/apt,2.0,63.5,14.0,0.0,2
Manhattan,Entire home/apt,30.0,92.3,,179.0,3
Manhattan,Entire home/apt,3.0,85.4,6.0,343.0,3
Manhattan,Entire home/apt,60.0,65.1,74.0,233.0,2
Manhattan,Entire home/apt,3.0,76.8,4.0,0.0,2
Staten Island,Entire home/apt,5.0,44.4,62.0,336.0,1
Manhattan,Private room,1.0,51.3,7.0,0.0,1
Manhattan,Entire home/apt,30.0,74.8,0.0,249.0,2
Manhattan,Private room,1.0,22.1,1.0,0.0,0
Queens,Private room,1.0,46.5,2.0,,1
Brooklyn,Private room,5.0,48.9,6.0,0.0,1
Manhattan,Entire home/apt,2.0,62.0,9.0,129.0,1
Brooklyn,Entire home/apt,2.0,62.9,9.0,3.0,2
Manhattan,Entire home/apt,,78.0,0.0,0.0,2
Brooklyn,Entire home/apt,1.0,74.5,5.0,360.0,2
Manhattan,Entire home/apt,29.0,61.0,2.0,332.0,2
Brooklyn,Entire home/apt,2.0,33.3,19.0,340.0,1
Manhattan,Entire home/apt,14.0,52.2,7.0,84.0,1
Brooklyn,Private room,2.0,40.2,11.0,113.0,1
